Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.78	2.987
46.78	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.985
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.988
46.77	2.989
46.77	2.988
46.77	2.989
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.988
46.77	2.987
46.77	2.987
46.77	2.985
46.77	2.987
46.77	2.987
46.77	2.985
46.77	2.985
46.77	2.987
46.77	2.985
46.77	2.985
46.77	2.987
46.77	2.985
46.77	2.985
46.77	2.987
46.77	2.985
46.77	2.985
46.77	2.987
46.77	2.987
46.77	2.987
46.77	2.988
46.76	2.988
46.77	2.988
46.77	2.988
46.76	2.988
46.76	2.987
46.76	2.988
46.76	2.988
46.76	2.988
46.76	2.988
46.76	2.988
46.76	2.988
46.76	2.988
46.76	2.988
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.76	2.985
46.76	2.987
46.76	2.985
46.76	2.985
46.75	2.987
46.76	2.987
46.76	2.987
46.76	2.987
46.75	2.987
46.75	2.987
46.75	2.987
46.75	2.987
46.75	2.985
46.75	2.987
46.75	2.985
46.75	2.987
46.75	2.987
46.75	2.987
46.75	2.987
46.75	2.985
46.75	2.985
46.75	2.985
46.75	2.985
46.75	2.984
46.75	2.985
46.75	2.985
46.75	2.987
46.75	2.987
46.75	2.987
46.75	2.987
46.75	2.985
46.74	2.985
46.74	2.987
46.74	2.985
46.74	2.987
46.74	2.985
46.74	2.987
46.74	2.987
46.74	2.987
46.74	2.987
46.74	2.987
46.74	2.987
46.74	2.985
46.74	2.985
