Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
49.14	3.58
49.13	3.58
49.13	3.579
49.13	3.58
49.13	3.581
49.13	3.581
49.13	3.581
49.13	3.581
49.13	3.581
49.13	3.58
49.13	3.58
49.12	3.58
49.13	3.58
49.13	3.58
49.12	3.58
49.12	3.579
49.12	3.58
49.12	3.579
49.12	3.58
49.12	3.579
49.12	3.58
49.12	3.581
49.12	3.581
49.12	3.581
49.12	3.581
49.12	3.581
49.12	3.58
49.12	3.58
49.12	3.58
49.12	3.58
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.58
49.11	3.579
49.11	3.58
49.11	3.58
49.11	3.58
49.11	3.579
49.11	3.579
49.11	3.58
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.579
49.11	3.58
49.11	3.58
49.1	3.58
49.1	3.58
49.1	3.58
49.1	3.58
49.1	3.579
49.1	3.58
49.1	3.58
49.1	3.579
49.1	3.579
49.1	3.579
49.1	3.579
49.1	3.579
49.1	3.579
49.1	3.579
49.1	3.579
49.1	3.58
49.1	3.58
49.1	3.581
49.1	3.581
49.1	3.581
49.09	3.582
49.09	3.581
49.09	3.581
49.09	3.581
49.09	3.581
49.09	3.58
49.09	3.58
49.09	3.58
49.09	3.58
49.09	3.58
49.09	3.58
49.09	3.58
49.09	3.58
49.09	3.579
49.09	3.579
49.09	3.58
49.09	3.581
49.09	3.581
49.09	3.581
49.09	3.58
49.09	3.581
49.09	3.58
49.08	3.581
49.08	3.581
49.08	3.58
49.08	3.581
49.08	3.58
49.08	3.579
49.08	3.58
49.08	3.579
49.08	3.579
49.08	3.58
49.07	3.58
49.07	3.58
49.07	3.581
49.07	3.58
49.07	3.58
49.07	3.58
49.07	3.58
49.07	3.58
49.07	3.58
49.07	3.581
49.07	3.58
49.07	3.579
49.07	3.58
49.07	3.58
49.06	3.58
49.06	3.58
49.06	3.58
49.06	3.579
49.06	3.579
49.06	3.58
49.06	3.58
49.06	3.581
49.06	3.581
49.06	3.581
49.05	3.581
49.05	3.58
49.06	3.58
49.06	3.58
49.06	3.58
49.06	3.58
49.05	3.58
49.05	3.58
49.05	3.58
49.05	3.58
49.05	3.58
49.05	3.58
49.04	3.58
49.04	3.581
49.04	3.58
49.04	3.579
49.04	3.58
49.04	3.579
49.04	3.58
49.04	3.581
49.04	3.581
49.04	3.581
49.04	3.581
49.04	3.581
49.04	3.581
49.04	3.581
49.04	3.58
49.04	3.58
49.03	3.579
49.03	3.579
49.03	3.579
49.03	3.578
49.03	3.579
49.03	3.58
49.03	3.58
49.02	3.581
49.03	3.581
49.02	3.58
49.02	3.581
49.02	3.581
49.02	3.581
49.02	3.58
49.02	3.58
49.02	3.58
49.02	3.579
49.02	3.579
49.01	3.578
49.02	3.578
49.02	3.578
49.02	3.578
49.01	3.579
49.01	3.578
49.01	3.578
49.01	3.579
49.01	3.579
49.01	3.58
49.01	3.581
49.01	3.581
49.01	3.581
49.01	3.581
49.01	3.58
49	3.58
49	3.58
49	3.581
49	3.58
49	3.58
49	3.581
49	3.58
49	3.58
49	3.58
49	3.579
49	3.58
49	3.579
48.99	3.579
49	3.579
48.99	3.579
49	3.579
48.99	3.579
48.99	3.579
48.99	3.579
48.99	3.58
48.99	3.579
48.99	3.58
48.99	3.58
48.99	3.579
48.98	3.58
48.98	3.58
48.98	3.58
48.98	3.58
48.98	3.58
48.98	3.58
48.98	3.579
48.98	3.58
48.98	3.579
48.98	3.579
48.98	3.579
48.98	3.579
48.98	3.578
48.98	3.579
48.98	3.579
48.98	3.58
48.98	3.58
48.97	3.58
48.97	3.58
48.97	3.58
48.97	3.579
48.97	3.579
48.97	3.58
48.97	3.579
48.97	3.579
48.97	3.579
48.97	3.579
48.97	3.58
48.97	3.579
48.97	3.579
48.97	3.579
48.97	3.579
48.97	3.579
48.97	3.58
48.96	3.58
48.96	3.579
48.96	3.58
48.96	3.581
48.96	3.58
48.96	3.58
48.96	3.58
48.96	3.58
48.96	3.579
48.96	3.58
48.96	3.579
48.96	3.579
48.96	3.579
48.96	3.578
48.96	3.578
48.96	3.578
48.96	3.578
48.95	3.578
48.95	3.579
48.95	3.579
48.95	3.579
48.95	3.578
48.95	3.578
48.95	3.578
48.95	3.578
48.95	3.578
48.95	3.578
48.95	3.579
48.95	3.58
48.95	3.58
48.95	3.581
48.94	3.581
48.94	3.58
48.94	3.581
48.94	3.58
48.94	3.58
48.94	3.58
48.93	3.58
48.94	3.579
48.93	3.579
48.93	3.579
48.93	3.578
48.94	3.578
48.93	3.578
48.93	3.578
48.93	3.576
48.93	3.578
48.93	3.576
48.93	3.578
48.93	3.579
48.93	3.579
48.93	3.58
48.93	3.58
48.93	3.58
48.93	3.581
48.92	3.581
48.93	3.58
48.92	3.581
48.92	3.58
48.92	3.579
48.92	3.58
48.92	3.579
48.92	3.579
48.92	3.58
48.92	3.579
48.92	3.579
48.92	3.579
48.91	3.579
48.92	3.579
48.91	3.579
48.91	3.579
48.91	3.58
48.91	3.58
48.91	3.579
48.91	3.579
48.91	3.579
48.91	3.578
48.91	3.578
48.91	3.576
48.91	3.576
48.91	3.576
48.91	3.578
48.9	3.578
48.91	3.578
48.91	3.579
48.91	3.579
48.91	3.579
48.9	3.58
48.9	3.58
48.9	3.579
48.9	3.58
48.9	3.579
48.9	3.58
48.9	3.579
48.9	3.58
48.9	3.58
48.9	3.579
48.9	3.579
48.9	3.579
48.89	3.578
48.9	3.579
48.9	3.578
48.89	3.576
48.89	3.576
48.9	3.576
48.89	3.578
48.89	3.578
48.89	3.578
48.89	3.578
48.89	3.578
48.89	3.579
48.89	3.578
48.89	3.578
48.89	3.579
48.89	3.579
48.89	3.578
48.89	3.579
48.89	3.579
48.89	3.579
48.88	3.579
48.88	3.579
48.88	3.578
48.88	3.578
48.88	3.578
48.88	3.578
48.89	3.579
48.89	3.579
48.88	3.579
48.88	3.578
48.88	3.579
48.88	3.579
48.88	3.579
48.88	3.579
48.88	3.579
48.88	3.579
48.88	3.579
48.88	3.579
48.87	3.579
48.87	3.579
48.87	3.578
48.87	3.578
48.87	3.579
48.87	3.579
48.86	3.579
48.86	3.58
48.86	3.58
48.86	3.579
48.86	3.579
48.85	3.579
48.85	3.579
48.85	3.579
48.85	3.579
48.85	3.578
48.85	3.579
48.85	3.579
48.85	3.579
48.85	3.579
48.85	3.578
48.85	3.579
48.85	3.578
48.85	3.578
48.85	3.579
48.85	3.578
48.84	3.578
48.85	3.579
48.84	3.578
48.84	3.579
48.84	3.579
48.84	3.58
48.84	3.579
48.84	3.579
48.84	3.579
48.84	3.579
48.84	3.578
48.84	3.578
48.84	3.578
48.83	3.578
48.84	3.578
48.83	3.578
48.83	3.576
48.83	3.578
48.83	3.578
48.83	3.578
48.83	3.578
48.83	3.579
48.83	3.579
48.83	3.579
48.83	3.578
48.83	3.579
48.83	3.579
48.82	3.579
48.82	3.579
48.82	3.579
48.83	3.579
48.83	3.579
48.83	3.579
48.82	3.579
48.82	3.579
48.82	3.579
48.82	3.578
48.82	3.578
48.82	3.578
48.82	3.579
48.82	3.579
48.81	3.579
48.81	3.579
48.81	3.579
48.81	3.579
48.81	3.579
48.81	3.579
48.81	3.578
48.81	3.578
48.81	3.578
48.81	3.576
48.81	3.576
48.8	3.575
48.81	3.576
48.81	3.576
48.81	3.576
48.8	3.576
48.8	3.578
48.8	3.578
48.8	3.579
48.8	3.579
48.8	3.578
48.8	3.579
48.8	3.578
48.8	3.578
