Fine Temperature (C) - Plot 0	Photodiode Voltage (V) - Plot 0
48.96	3.864
48.96	3.864
48.96	3.864
48.95	3.863
48.96	3.863
48.95	3.864
48.95	3.863
48.95	3.863
48.95	3.864
48.95	3.864
48.95	3.864
48.95	3.863
48.95	3.864
48.95	3.864
48.95	3.864
48.94	3.864
48.94	3.864
48.94	3.863
48.94	3.863
48.94	3.863
48.94	3.863
48.94	3.863
48.94	3.863
48.94	3.863
48.94	3.863
48.94	3.862
48.94	3.862
48.94	3.862
48.94	3.862
48.94	3.862
48.94	3.862
48.94	3.862
48.93	3.862
48.93	3.862
48.94	3.862
48.93	3.862
48.93	3.862
48.94	3.862
48.94	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.861
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.93	3.862
48.92	3.863
48.92	3.863
48.92	3.863
48.92	3.863
48.92	3.863
48.92	3.863
48.92	3.862
48.92	3.863
48.92	3.863
48.92	3.863
48.92	3.863
48.92	3.863
48.92	3.863
48.92	3.863
48.91	3.863
48.91	3.863
48.91	3.863
48.91	3.863
48.91	3.863
48.91	3.863
48.91	3.862
48.91	3.862
48.91	3.862
48.91	3.862
48.91	3.862
48.91	3.862
48.91	3.862
48.91	3.862
48.91	3.862
48.91	3.861
48.91	3.861
48.91	3.861
48.91	3.862
48.9	3.861
48.9	3.862
48.9	3.862
48.9	3.862
48.9	3.861
48.9	3.861
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.862
48.89	3.863
48.89	3.863
48.88	3.863
48.88	3.863
48.88	3.863
48.88	3.863
48.88	3.863
48.88	3.863
48.88	3.863
48.88	3.863
48.88	3.863
48.88	3.862
48.88	3.862
48.88	3.862
48.88	3.862
48.88	3.862
48.87	3.862
48.87	3.862
48.87	3.862
